Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
36.849, -0.5884, 0.8238, 11.3757, -0.0342, -0.1535, 0.0102, -20.3636, -9.3636, -20.3061, 3.1151, 5.8178, 163.3819, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.869, -1.6475, 0.6276, 11.4542, 0.0234, -0.2030, 0.0382, -20.3636, -9.3636, -20.3061, 5.4884, 9.0572, 167.6678, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.904, -0.7845, 1.5298, 10.4343, -0.1075, 0.1127, -0.0849, -19.5455, -9.3636, -18.7755, 8.3411, 4.2545, 169.8934, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.934, -1.0199, 0.0392, 11.6895, -0.1002, 0.4241, 0.1000, -19.5455, -9.3636, -18.7755, 0.1923, 4.9863, 157.8064, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.955, -0.8238, 0.6669, 11.0619, -0.0768, 0.1449, -0.0110, -17.5455, -9.9091, -18.2653, 3.4498, 4.2512, 158.9736, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
36.980, -0.6669, 1.4906, 9.8459, 0.0331, -0.0380, -0.0754, -17.5455, -9.9091, -18.2653, 9.0193, 3.8118, 168.2028, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.001, -0.6276, 1.5298, 10.2774, 0.1988, 0.0460, -0.0034, -17.5455, -9.9091, -18.2653, 8.5518, 3.1917, 167.2185, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.020, -0.5884, 1.5691, 10.5127, 0.2773, 0.0797, 0.0889, -16.0909, -10.6364, -17.3469, 7.1250, 2.5825, 160.4272, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.046, -0.7061, 0.3923, 10.6696, 0.2671, 0.0985, 0.2059, -16.0909, -10.6364, -17.3469, 2.1055, 3.7836, 152.8779, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.065, -0.8630, 0.0000, 10.7089, 0.2042, 0.0826, 0.2321, -16.0909, -10.6364, -17.3469, 0.0000, 4.6073, 150.4604, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.085, -0.6669, 0.3923, 10.3951, 0.0429, 0.0371, 0.1691, -16.0909, -10.6364, -17.3469, 2.1611, 3.6679, 146.1509, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.113, -0.5884, 0.6276, 9.6105, -0.1310, 0.0802, 0.1750, -14.6364, -12.4545, -16.6327, 3.1397, 4.3367, 148.0714, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.133, -0.9414, 0.4315, 9.6890, -0.1475, 0.2033, 0.2100, -14.6364, -12.4545, -16.6327, 1.1458, 5.9362, 146.6185, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.152, -1.0983, 0.0785, 10.2381, 0.0084, 0.1494, 0.0919, -14.6364, -12.4545, -16.6327, 1.7292, 4.9582, 142.0497, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.173, -0.4315, 0.3530, 10.7873, 0.2625, -0.1112, -0.1109, -13.8182, -13.8182, -16.0204, 4.1297, 0.2063, 140.6046, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.198, 0.4315, 1.0591, 10.3558, 0.3589, -0.3164, -0.1494, -13.8182, -13.8182, -16.0204, 5.7768, -1.7739, 140.8040, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.218, 0.0785, 0.9414, 9.6890, 0.2039, -0.2621, 0.0107, -13.8182, -13.8182, -16.0204, 4.3118, 1.8132, 142.5572, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.237, -0.7453, 0.7061, 10.3166, -0.0362, -0.0254, 0.1831, -13.3636, -16.2727, -14.4898, 3.2155, 4.0640, 136.4354, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.263, -1.0591, 0.5099, 11.6895, -0.0467, 0.0365, 0.1553, -13.3636, -16.2727, -14.4898, 2.4979, 5.1722, 136.6387, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.283, -0.8630, 0.9807, 11.4542, 0.0391, -0.0907, 0.1106, -13.3636, -16.2727, -14.4898, 4.8935, 4.2930, 138.4512, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.303, -0.8238, 0.8238, 10.7873, 0.1220, -0.3152, 0.1040, -13.8182, -18.3636, -13.9796, 4.3668, 4.7671, 134.8631, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.328, -0.8630, 0.1961, 10.2774, 0.1014, -0.2213, 0.1332, -13.8182, -18.3636, -13.9796, 1.7624, 3.5198, 131.5351, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.349, -0.2354, 0.5492, 10.6696, 0.0211, -0.1042, 0.0116, -13.8182, -18.3636, -13.9796, 6.2939, -0.4187, 132.0540, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.368, 0.3138, 1.6083, 10.4343, -0.0073, -0.1086, 0.0278, -15.0000, -20.7273, -13.1633, 9.2895, -2.9402, 130.3589, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.394, -0.1569, 0.9414, 10.4735, 0.0365, -0.0841, 0.2112, -15.0000, -20.7273, -13.1633, 5.1364, 0.8549, 130.2180, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.413, -0.9022, 0.0785, 10.5912, 0.1489, -0.1067, 0.2773, -15.0000, -20.7273, -13.1633, 0.4244, 4.8689, 129.8346, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.434, -0.9414, -0.1177, 10.6696, 0.1397, -0.1367, 0.1495, -16.6364, -22.6364, -12.6531, -0.6319, 5.0421, 129.2486, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.459, -1.0591, 0.9022, 10.4735, -0.0186, -0.1090, 0.0637, -16.6364, -22.6364, -12.6531, 8.3202, 6.4707, 136.1645, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.480, -1.1768, 1.6475, 9.4928, -0.2115, 0.0652, 0.1213, -16.6364, -22.6364, -12.6531, 8.2267, 8.3662, 137.0568, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.499, -1.6083, 0.9414, 10.1205, -0.1119, 0.2567, 0.1933, -18.1818, -24.1818, -12.5510, 4.3827, 8.8933, 134.3705, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.526, -1.4906, 0.8238, 10.4343, 0.1093, 0.1135, 0.0475, -18.1818, -24.1818, -12.5510, 4.5140, 8.1052, 134.1064, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.547, -1.0983, 0.8238, 9.6890, 0.2395, -0.0125, -0.1052, -18.1818, -24.1818, -12.5510, 4.8596, 6.4444, 133.5440, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.566, -0.7845, 0.5099, 10.0420, 0.2372, 0.1842, -0.1306, -19.2727, -25.6364, -12.2449, 2.9071, 4.4614, 130.9164, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.586, -0.3923, 0.5884, 10.3558, 0.0730, 0.3595, -0.1419, -19.2727, -25.6364, -12.2449, 3.2519, 2.1658, 129.8750, 4216.4790, 7148.4175, 183.70, 0.50, 36.62, 3
37.613, 0.0000, 1.2945, 9.8851, -0.0822, 0.1907, -0.1553, -19.2727, -25.6364, -12.2449, 7.4606, -0.0000, 131.1707, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.633, -0.4315, 1.0591, 9.7282, -0.0589, 0.1261, -0.1216, -20.3636, -27.0000, -12.9592, 6.2134, 2.5248, 131.9821, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.653, -1.0983, 0.6669, 9.9243, 0.0444, 0.0480, -0.0869, -20.3636, -27.0000, -12.9592, 3.8441, 6.3012, 132.4489, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.682, -0.9807, 0.5492, 9.7282, 0.0283, 0.0394, -0.2120, -20.3636, -27.0000, -12.9592, 3.2310, 5.7472, 131.8336, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.702, -0.4707, 0.8630, 9.9243, -0.0263, 0.1034, -0.2909, -21.0000, -27.2727, -13.3673, 4.9697, 2.7054, 131.9344, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.722, -0.5099, 0.9414, 10.1989, -0.0451, 0.0406, -0.2921, -21.0000, -27.2727, -13.3673, 5.2739, 2.8503, 132.2080, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.748, -1.1768, 0.5492, 10.5520, 0.0289, -0.0869, -0.2465, -21.0000, -27.2727, -13.3673, 2.1530, 8.3353, 132.9803, 4216.4790, 7148.4175, 183.70, 0.47, 51.57, 3
37.769, -1.6867, 0.4707, 10.2774, 0.0867, -0.2115, -0.3158, -21.0000, -28.1818, -13.7755, 3.0941, 8.7668, 134.2873, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.789, -1.2553, 0.6276, 10.0028, 0.0822, -0.2030, -0.4673, -22.2727, -28.1818, -13.7755, 5.2141, 4.5465, 133.7253, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.815, -0.2746, 2.0398, 11.1404, 0.0272, -0.1162, -0.4855, -22.2727, -28.1818, -13.7755, 10.3758, 1.3889, 135.7420, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.834, -0.0392, 2.1967, 10.3558, -0.0741, -0.1022, -0.3827, -22.2727, -28.1818, -13.7755, 11.9761, 0.2123, 0.0000, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.853, -1.2945, 1.1768, 10.7873, -0.2387, 0.0874, -0.0257, -22.8182, -28.4545, -14.4898, 6.2258, 6.8028, 136.0620, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.879, -2.3536, 0.5492, 10.8265, -0.3039, 0.2353, 0.0408, -22.8182, -28.4545, -14.4898, 2.5261, 11.2183, 135.4537, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.899, -1.9221, 0.6669, 10.4343, -0.2639, 0.2140, -0.1753, -22.8182, -28.4545, -14.4898, 5.3492, 7.8557, 135.9250, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.919, -1.3337, 0.9807, 10.1989, -0.0901, 0.1064, -0.2191, -24.0909, -28.2727, -16.2245, 5.0943, 7.0427, 137.7019, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.945, -1.6083, 0.7845, 10.4343, 0.1419, 0.1093, -0.1324, -24.0909, -28.2727, -16.2245, 4.2999, 8.7381, 137.8821, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.964, -1.6475, 0.5884, 10.1205, 0.1688, 0.1611, -0.0916, -24.0909, -28.2727, -16.2245, 3.3274, 9.2308, 137.4297, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
37.985, -1.5691, 0.1177, 10.3951, 0.1874, 0.2375, -0.0814, -24.4545, -28.0909, -16.8367, 0.6486, 8.5831, 136.2154, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.004, -1.4906, 0.0392, 10.8658, 0.1810, 0.2347, -0.1075, -24.4545, -28.0909, -16.8367, 0.2068, 7.8113, 135.5976, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.030, -1.0591, 0.6276, 10.0028, -0.0538, 0.1454, -0.1831, -24.4545, -28.0909, -16.8367, 5.1732, 5.8502, 138.0172, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.050, -1.2160, 0.9022, 9.3359, -0.1629, 0.3071, -0.0589, -25.0909, -27.6364, -18.0612, 3.5035, 9.9364, 140.2494, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.070, -2.0790, 0.3138, 9.8851, -0.1103, 0.4145, -0.0269, -25.0909, -27.6364, -18.0612, 0.8615, 12.2992, 139.3438, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.095, -1.8829, 0.2746, 10.9834, 0.0009, 0.2908, -0.2112, -25.0909, -27.6364, -18.0612, 3.0885, 9.7823, 139.8848, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.116, -1.0983, 0.9022, 10.3558, 0.0235, 0.0493, -0.3509, -24.7273, -27.8182, -19.6939, 5.2774, 6.3890, 140.1543, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.135, -1.0591, 1.1376, 9.5321, -0.0469, 0.0330, -0.2544, -24.7273, -27.8182, -19.6939, 6.9184, 6.3989, 141.6445, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.161, -2.1182, 0.6669, 10.5912, -0.1284, 0.1862, -0.0899, -24.7273, -27.8182, -19.6939, 3.6028, 11.2882, 141.1291, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.181, -2.8635, -0.1961, 12.5133, -0.0574, 0.1429, -0.0999, -24.8182, -27.8182, -21.6327, -0.8980, 12.8881, 139.3080, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.201, -2.5890, 0.9414, 11.9249, 0.0313, -0.2648, -0.3467, -24.8182, -27.8182, -21.6327, 4.5140, 12.2123, 143.3063, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.230, -1.1768, 1.5691, 9.3359, -0.0011, -0.3482, -0.3625, -24.8182, -27.8182, -21.6327, 8.7273, 7.6542, 145.2627, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.249, -1.3337, 1.0983, 9.1006, 0.0197, 0.1439, -0.1037, -25.3636, -28.1818, -21.8367, 4.1028, 9.5558, 141.8669, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.269, -1.3729, 0.2746, 10.1989, -0.0846, 0.3349, -0.0652, -25.3636, -28.1818, -21.8367, 3.5503, 6.4426, 139.6696, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.295, -0.7845, 2.0790, 9.9636, -0.2828, 0.2686, -0.1052, -25.3636, -28.1818, -21.8367, 12.3532, 4.6155, 148.0691, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.315, -1.0591, 2.1967, 8.9044, -0.2268, 0.2961, 0.1629, -25.3636, -28.1818, -21.8367, 13.8579, 6.5874, 153.8141, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.335, -2.5497, 0.5884, 9.9243, 0.0296, 0.5815, 0.4250, -26.0000, -27.4545, -23.5714, 3.3930, 14.3844, 145.4150, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.361, -3.3343, -0.2354, 11.6895, 0.1604, 0.6135, 0.2253, -26.0000, -27.4545, -23.5714, -1.1535, 15.7390, 142.2758, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.380, -2.1967, 0.5884, 11.5718, 0.1319, 0.3852, -0.1953, -26.0000, -27.4545, -23.5714, 2.9108, 10.7350, 143.9773, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.401, -1.2945, 1.6083, 10.9834, 0.1432, 0.1959, -0.3771, -26.4545, -27.2727, -24.4898, 8.3305, 7.0506, 148.1400, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.420, -1.5298, 1.7652, 10.1597, 0.1266, 0.1846, -0.2595, -26.4545, -27.2727, -24.4898, 9.8565, 9.9254, 151.2292, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.447, -2.3536, 1.2945, 10.0028, 0.0745, 0.3312, -0.1460, -26.4545, -27.2727, -24.4898, 5.4714, 13.9233, 148.0954, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.466, -2.4320, 0.8630, 10.9050, 0.0783, 0.5081, -0.1747, -26.0000, -27.3636, -24.0816, 3.9182, 10.8316, 144.7040, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.487, -1.6083, 0.9414, 11.6503, 0.0785, 0.4326, -0.3093, -26.0000, -27.3636, -24.0816, 7.7921, 7.1334, 146.8695, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.512, -1.1768, 1.7652, 10.3166, 0.0831, 0.1996, -0.3424, -26.0000, -27.3636, -24.0816, 9.7094, 6.4151, 148.7831, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.532, -1.9221, 1.7652, 9.9636, 0.1104, 0.0816, -0.2205, -24.8182, -27.2727, -23.5714, 10.0466, 10.7555, 150.0671, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.552, -2.4713, 1.2945, 10.2774, 0.1396, 0.1729, -0.1210, -24.8182, -27.2727, -23.5714, 7.1788, 13.4184, 147.9995, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.578, -2.3928, 0.8238, 10.8658, 0.1426, 0.2764, -0.1422, -24.8182, -27.2727, -23.5714, 5.2492, 9.9784, 144.5410, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.597, -1.8044, 1.0199, 10.6696, 0.0750, 0.2282, -0.2098, -24.4545, -27.2727, -23.2653, 6.5321, 9.2610, 145.0445, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.618, -1.8829, 1.0591, 10.0812, -0.0061, 0.1599, -0.1790, -24.4545, -27.2727, -23.2653, 5.7325, 11.2972, 145.2255, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.643, -2.3928, 0.9807, 9.8851, -0.0866, 0.2266, -0.1217, -24.4545, -27.2727, -23.2653, 5.6656, 13.5435, 146.1304, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.664, -2.1967, 1.1768, 9.9243, -0.1028, 0.2990, -0.1623, -23.5455, -27.0000, -23.5714, 6.7624, 12.3967, 146.5856, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.683, -1.8829, 1.2160, 10.1205, -0.0443, 0.2784, -0.1756, -23.5455, -27.0000, -23.5714, 6.8515, 10.4656, 145.7725, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.709, -2.0398, 1.1768, 10.3951, 0.1768, 0.0594, -0.1710, -23.5455, -27.0000, -23.5714, 5.5004, 11.4622, 144.8523, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.729, -2.5497, 0.9414, 10.4735, 0.1975, -0.0124, -0.1956, -22.6364, -27.6364, -23.2653, 4.9503, 13.4557, 143.6598, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.749, -2.3536, 1.1768, 10.2381, 0.1304, 0.0600, -0.2395, -22.6364, -27.6364, -23.2653, 6.9314, 12.0851, 144.9986, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.777, -1.7260, 1.2945, 10.1205, 0.0544, 0.1914, -0.1991, -22.6364, -27.6364, -23.2653, 7.1250, 9.3906, 143.8038, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.797, -1.8829, 1.1768, 10.3951, 0.0157, 0.2111, -0.1045, -21.9091, -27.8182, -23.0612, 5.5004, 11.2592, 142.1820, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.817, -2.3144, 0.8238, 10.5520, 0.0005, 0.1648, -0.0504, -21.9091, -27.8182, -23.0612, 4.7457, 13.5326, 142.6086, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.837, -2.3928, 0.7845, 10.3166, -0.0649, 0.1252, -0.0576, -21.9091, -27.8182, -23.0612, 5.7959, 14.8718, 144.2272, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
38.876, -2.3928, 1.0199, 10.3166, -0.1402, 0.2124, -0.0421, -21.7273, -28.0000, -23.6735, 4.9234, 11.5979, 141.7707, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.002, -4.1580, 1.3337, 19.4956, -0.0619, 0.2129, -0.0954, -21.1818, -28.6364, -24.1837, 3.9135, 12.0124, 140.1099, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.127, -1.7260, 0.9807, 10.2774, 0.1203, -0.1089, -0.1202, -20.9091, -28.4545, -25.0000, 5.4836, 8.1573, 139.5714, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.364, -1.2160, 0.8630, 11.5326, -0.3260, 0.0686, 0.0538, -22.5455, -28.8182, -24.8980, 0.0000, 5.1173, 132.9206, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.447, -0.7453, 0.1961, 11.7288, -0.0157, 0.0794, 0.0536, -23.0909, -27.7273, -25.6122, 0.2407, 6.2344, 135.8755, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.468, -1.1376, 0.0785, 11.1011, 0.0009, 0.0898, 0.0376, -23.0909, -27.7273, -25.6122, -0.4407, 3.9602, 133.3143, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.493, -0.7453, 0.0785, 10.5127, -0.0002, 0.0716, -0.0119, -23.0000, -27.6364, -25.2041, 0.0000, 4.2999, 133.9535, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.513, -0.7453, 0.0392, 10.3166, -0.0011, 0.0733, -0.0191, -23.0000, -27.6364, -25.2041, 0.2179, 4.1320, 134.0069, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.532, -0.8630, 0.1961, 10.3558, -0.0002, 0.0938, -0.0241, -23.0000, -27.6364, -25.2041, 1.1367, 4.9884, 135.6147, 4216.4790, 7148.4175, 183.70, 0.47, 52.71, 3
39.580, -0.9022, 0.0392, 10.6304, 0.0055, 0.0906, -0.0916, -23.0000, -27.9091, -25.2041, 0.2114, 4.8511, 134.3405, 4216.4785, 7148.4170, 183.70, 0.47, 52.71, 3
39.600, -0.8238, 0.3138, 10.5520, 0.0173, 0.0922, -0.1020, -23.0000, -27.9091, -25.2041, 1.7035, 4.4619, 135.4243, 4216.4785, 7148.4170, 183.70, 0.47, 52.71, 3
39.621, -0.7845, -0.0392, 10.5912, 0.0108, 0.0828, -0.0185, -23.0000, -27.6364, -25.0000, -0.2122, 4.2364, 133.6735, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.647, -0.7453, 0.1569, 10.6696, 0.0067, 0.0848, -0.0069, -23.0000, -27.6364, -25.0000, 1.9902, 4.6327, 136.1032, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.667, -0.9022, 0.3923, 10.2774, 0.0014, 0.1049, 0.0420, -23.0000, -27.6364, -25.0000, 2.8406, 3.7079, 136.1658, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.687, -1.0983, -0.3923, 10.5127, -0.0060, 0.1510, 0.1826, -23.1818, -27.8182, -25.2041, 2.5756, 10.5733, 141.0194, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.712, -0.3138, -1.2553, 10.5127, 0.0168, 0.0556, 0.2943, -23.1818, -27.8182, -25.2041, -3.3913, 5.0708, 131.7582, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.732, -1.1376, -0.2354, 10.1205, 0.0073, 0.1038, 0.1869, -23.1818, -27.8182, -25.2041, 1.2970, 3.6696, 134.6220, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.752, -0.7453, 0.0392, 10.5127, 0.0002, 0.0913, -0.0118, -23.3636, -27.0000, -25.2041, 0.2122, 4.0253, 134.9681, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.772, -0.8630, 0.0000, 10.5520, -0.0047, 0.0883, -0.0047, -23.3636, -27.0000, -25.2041, 0.0000, 4.6755, 135.3275, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.797, -0.8630, 0.0392, 10.5127, -0.0015, 0.0870, -0.0148, -23.3636, -27.0000, -25.2041, 0.4197, 4.3986, 135.4884, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.817, -0.8630, 0.1569, 10.4343, -0.0020, 0.0913, -0.0108, -23.3636, -27.0000, -25.2041, 0.6319, 5.0421, 136.1777, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.837, -0.8630, 0.0392, 10.3558, -0.0029, 0.0892, -0.0144, -23.3636, -27.0909, -25.4082, 0.6462, 4.7277, 135.9270, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.865, -0.8238, 0.1569, 10.4343, -0.0034, 0.0892, -0.0137, -23.3636, -27.0909, -25.4082, 0.8583, 4.7098, 136.1182, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.884, -0.9414, 0.1177, 10.4343, -0.0047, 0.0913, -0.0107, -23.3636, -27.0909, -25.4082, 0.2154, 4.7280, 135.7809, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.905, -0.8630, 0.0000, 10.6304, -0.0041, 0.0886, -0.0064, -23.5455, -27.0000, -25.3061, 0.0000, 4.9052, 135.7260, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.929, -0.8630, 0.0392, 10.4343, -0.0024, 0.0903, -0.0115, -23.5455, -27.0000, -25.3061, 0.2154, 4.7280, 135.7809, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.950, -0.8630, 0.0785, 10.5127, -0.0020, 0.0837, -0.0134, -23.5455, -27.0000, -25.3061, 0.4276, 4.6927, 135.9534, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.969, -0.8238, 0.0392, 10.4735, -0.0035, 0.0906, -0.0099, -23.1818, -27.2727, -25.5102, 0.2146, 4.4971, 134.9502, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
39.995, -0.8238, 0.1569, 10.5127, -0.0021, 0.0887, -0.0087, -23.1818, -27.2727, -25.5102, 0.0000, 4.4804, 134.7332, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.014, -0.8630, 0.0392, 10.4343, -0.0027, 0.0899, -0.0119, -23.1818, -27.2727, -25.5102, 0.2146, 4.4971, 134.9502, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.035, -0.9414, 0.0392, 10.4343, -0.0027, 0.0872, -0.0101, -23.1818, -27.2727, -25.3061, 0.6486, 4.5307, 135.3561, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.060, -0.9022, 0.0785, 10.3951, -0.0040, 0.0887, -0.0079, -23.1818, -27.2727, -25.3061, 0.4324, 4.9603, 135.5154, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.080, -0.8238, 0.0392, 10.3558, -0.0069, 0.0903, -0.0101, -23.1818, -27.2727, -25.3061, 0.2170, 4.5480, 134.9608, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.100, -0.8630, 0.1177, 10.4343, -0.0029, 0.0895, -0.0122, -23.3636, -27.0909, -25.3061, 0.6462, 4.7277, 135.9069, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.126, -0.9022, 0.0392, 10.5912, -0.0063, 0.0855, -0.0069, -23.3636, -27.0909, -25.3061, -0.2179, 3.2643, 133.8036, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
40.145, -0.7453, 0.0392, 10.7873, -0.0053, 0.0866, -0.0105, -23.3636, -27.0909, -25.3061, 0.2179, 4.9979, 135.7249, 4216.4785, 7148.4170, 183.70, 0.43, 68.21, 3
